"행정구역","2025년03월_총인구수","2025년03월_세대수","2025년03월_세대당 인구","2025년03월_남자 인구수","2025년03월_여자 인구수","2025년03월_남여 비율"
"경기도 수원시 장안구 파장동(4111156000)","24,696","11,493","          2.15","12,422","12,274","          1.01"
"경기도 수원시 장안구 율천동(4111156600)","39,847","19,596","          2.03","21,082","18,765","          1.12"
"경기도 수원시 장안구 정자1동(4111157100)","33,516","13,231","          2.53","16,393","17,123","          0.96"
"경기도 수원시 장안구 정자2동(4111157200)","38,446","16,133","          2.38","18,802","19,644","          0.96"
"경기도 수원시 장안구 정자3동(4111157300)","38,812","14,104","          2.75","19,404","19,408","          1.00"
"경기도 수원시 장안구 영화동(4111158000)","17,996","10,229","          1.76","9,193","8,803","          1.04"
"경기도 수원시 장안구 송죽동(4111159100)","18,114","8,859","          2.04","8,998","9,116","          0.99"
"경기도 수원시 장안구 조원1동(4111159700)","27,748","13,316","          2.08","13,930","13,818","          1.01"
"경기도 수원시 장안구 조원2동(4111159800)","17,479","6,481","          2.70","8,312","9,167","          0.91"
"경기도 수원시 장안구 연무동(4111160000)","17,207","9,445","          1.82","8,842","8,365","          1.06"
"경기도 수원시 권선구 (4111300000)","362,372","165,147","          2.19","183,029","179,343","          1.02"
"경기도 수원시 권선구 세류1동(4111352000)","9,549","4,399","          2.17","4,808","4,741","          1.01"
"경기도 수원시 권선구 세류2동(4111353000)","22,203","12,413","          1.79","11,496","10,707","          1.07"
"경기도 수원시 권선구 세류3동(4111354000)","17,312","8,913","          1.94","8,718","8,594","          1.01"
"경기도 수원시 권선구 평동(4111355000)","40,876","17,799","          2.30","20,596","20,280","          1.02"
"경기도 수원시 권선구 서둔동(4111356000)","37,272","17,994","          2.07","19,033","18,239","          1.04"
"경기도 수원시 권선구 구운동(4111365000)","22,631","10,573","          2.14","11,511","11,120","          1.04"
"경기도 수원시 권선구 금곡동(4111366200)","44,580","18,595","          2.40","21,869","22,711","          0.96"
"경기도 수원시 권선구 호매실동(4111366400)","44,026","17,244","          2.55","21,743","22,283","          0.98"
"경기도 수원시 권선구 권선1동(4111367000)","24,031","14,006","          1.72","12,332","11,699","          1.05"
"경기도 수원시 권선구 권선2동(4111368000)","45,920","17,225","          2.67","22,549","23,371","          0.96"
"경기도 수원시 권선구 곡선동(4111369000)","34,337","17,695","          1.94","18,408","15,929","          1.16"
"경기도 수원시 권선구 입북동(4111370000)","19,635","8,291","          2.37","9,966","9,669","          1.03"
"경기도 수원시 팔달구 (4111500000)","194,049","98,051","          1.98","97,608","96,441","          1.01"
"경기도 수원시 팔달구 매교동(4111565000)","21,706","9,414","          2.31","10,996","10,710","          1.03"
"경기도 수원시 팔달구 매산동(4111566000)","9,843","6,030","          1.63","5,421","4,422","          1.23"
"경기도 수원시 팔달구 고등동(4111567000)","19,136","9,013","          2.12","9,549","9,587","          1.00"
"경기도 수원시 팔달구 화서1동(4111568000)","20,855","9,738","          2.14","10,084","10,771","          0.94"
"경기도 수원시 팔달구 화서2동(4111569000)","24,117","9,525","          2.53","11,868","12,249","          0.97"
"경기도 수원시 팔달구 지동(4111570000)","9,456","5,240","          1.80","4,815","4,641","          1.04"
"경기도 수원시 팔달구 우만1동(4111571000)","18,118","10,569","          1.71","9,054","9,064","          1.00"
"경기도 수원시 팔달구 우만2동(4111572000)","16,647","7,957","          2.09","8,354","8,293","          1.01"
"경기도 수원시 팔달구 인계동(4111573000)","45,027","24,663","          1.83","22,647","22,380","          1.01"
